index,score,text,,index,score,text
322,0.18881078,They said it couldn’t be done.,,284,0.33417407,"Joining Melania in the gallery this evening is a very brave 10-year-old girl, Grace Eline."
2,0.17408438,"Millions of our fellow citizens are watching us now, gathered in this great chamber, hoping that we will govern not as two parties but as one nation.",,88,0.33412892,Our country is vibrant and our economy is thriving like never before.
201,0.16999185,"It includes humanitarian assistance, more law enforcement, drug detection at our ports, closing loopholes that enable child smuggling, and plans for a new physical barrier, or wall, to secure the vast areas between our ports of entry.",,324,0.33353045,"Under my administration, we will never apologize for advancing America’s interests."
40,0.16857262,"Over the last two years, my administration has moved with urgency and historic speed to confront problems neglected by leaders of both parties over many decades.",,356,0.33326779,"THE PRESIDENT: One of the most complex set of challenges we face, and have for many years, is in the Middle East."
332,0.13654712,"As part of a bold new diplomacy, we continue our historic push for peace on the Korean Peninsula.",,457,0.3327627,Our most thrilling achievements are still ahead.
435,0.13624393,"Almost 75 years later, Herman and Joshua are both together in the gallery tonight, seated side-by-side, here in the home of American freedom.",,163,0.33084219,Tolerance for illegal immigration is not compassionate; it is actually very cruel.
315,0.10691193,We are also getting other nations to pay their fair share.,,332,0.33015275,"As part of a bold new diplomacy, we continue our historic push for peace on the Korean Peninsula."
131,0.10398863,"The FIRST STEP Act gives non-violent offenders the chance to reenter society as productive, law-abiding citizens.",,170,0.32767777,"Just yesterday, an MS-13 gang member was taken into custody for a fatal shooting on a subway platform in New York City."
444,0.10197447,Their cause was this nation and generations yet unborn.,,251,0.32598005,"For years, politicians promised them they would renegotiate for a better deal, but no one ever tried, until now."
274,0.0980866,"In recent years — (applause) — in recent years, we have made remarkable progress in the fight against HIV and AIDS.",,408,0.32567121,We are forever grateful.
100,0.09473324,"The Senate has failed to act on these nominations, which is unfair to the nominees and very unfair to our country.",,153,0.32516239,This includes our obligation to the millions of immigrants living here today who followed the rules and respected our laws.
319,0.08286233,"For years, the United States was being treated very unfairly by friends of ours, members of NATO.",,315,0.32460851,We are also getting other nations to pay their fair share.
159,0.08146609,No issue better illustrates the divide between America’s working class and America’s political class than illegal immigration.,,269,0.32442275,"I am asking Congress to pass legislation that finally takes on the problem of global freeloading and delivers fairness and price transparency for American patients, finally."
429,0.07723213,I began this evening by honoring three soldiers who fought on D-Day in the Second World War.,,81,0.32336041,Members of Congress: The state of our union is strong.
191,0.06849644,"When Elvin was a boy, he and his family legally immigrated to the United States from the Dominican Republic.",,453,0.32323403,"Together, we represent the most extraordinary nation in all of history."
236,0.067743,That’s great.,,289,0.32322092,That’s what happened.
88,0.06168867,Our country is vibrant and our economy is thriving like never before.,,107,0.32304508,They said it couldn’t be done.
154,0.06094731,Legal immigrants enrich our nation and strengthen our society in countless ways.,,322,0.32304508,They said it couldn’t be done.
356,0.06084205,"THE PRESIDENT: One of the most complex set of challenges we face, and have for many years, is in the Middle East.",,423,0.32202319,"Then, his father cried out with joy, “It’s the Americans!"
278,0.06005041,Incredible.,,410,0.32143526,"Tonight, we are also joined by Pittsburgh survivor, Judah Samet."
308,0.05854232,"To defend the dignity of every person, I am asking Congress to pass legislation to prohibit the late-term abortion of children who can feel pain in the mother’s womb.",,187,0.32001234,Not one more American life should be lost because our nation failed to control its very dangerous border.
344,0.05724799,"AUDIENCE: Booo —
 
 THE PRESIDENT: America was founded on liberty and independence, and not government coercion, domination, and control.",,291,0.31994913,"Immediately, she began radiation treatment."
83,0.05538642,AUDIENCE: USA!,,134,0.31645298,We are also joined tonight by Matthew Charles from Tennessee.
230,0.05538642,AUDIENCE: USA!,,129,0.31442138,It’s a big deal.
348,0.05538642,AUDIENCE: USA!,,225,0.31352466,Don’t sit yet.
353,0.05538642,AUDIENCE: USA!,,434,0.31288999,He was one of the Americans who helped rescue Joshua from that hell on Earth.
206,0.05145937,It will be deployed in the areas identified by the border agents as having the greatest need.,,239,0.30581569,"To build on our incredible economic success, one priority is paramount: reversing decades of calamitous trade policies."
430,0.04988473,One of them was Herman Zeitchik.,,72,0.3015027,Companies are coming back to our country in large numbers thanks to our historic reductions in taxes and regulations.
129,0.0429597,It’s a big deal.,,68,0.30084222,"And to give critically ill patients access to lifesaving cures, we passed, very importantly, Right to Try."
160,0.04285942,"Wealthy politicians and donors push for open borders while living their lives behind walls, and gates, and guards.",,116,0.3003494,"In June, I commuted Alice’s sentence."
178,0.04253382,"They were in their eighties, and are survived by 4 children, 11 grandchildren, and 20 great-grandchildren.",,109,0.29894909,"Last year, I heard, through friends, the story of Alice Johnson."
220,0.0402254,You weren’t supposed to do that.,,115,0.29832505,She served almost that 22 years and had expected to be in prison for the remainder of her life.
153,0.03956715,This includes our obligation to the millions of immigrants living here today who followed the rules and respected our laws.,,193,0.29682924,"Today, he leads investigations into the scourge of international sex trafficking."
119,0.03917454,Terrific.,,152,0.29547651,We have a moral duty to create an immigration system that protects the lives and jobs of our citizens.
145,0.03452694,"Now is the time for Congress to show the world that America is committed to ending illegal immigration and putting the ruthless coyotes, cartels, drug dealers, and human traffickers out of business.",,275,0.29326601,Scientific breakthroughs have brought a once-distant dream within reach.
288,0.03155909,She did not know that one day she might be a patient herself.,,252,0.29251454,"Our new U.S.-Mexico-Canada Agreement, the USMCA, will replace NAFTA and deliver for American workers like they haven’t had delivered to for a long time."
369,0.03044522,"Now, as we work with our allies to destroy the remnants of ISIS, it is time to give our brave warriors in Syria a warm welcome home.",,317,0.29030297,Finally.
463,0.02843141,We do the incredible.,,318,0.29030297,Finally.
441,0.02783967,They did not know if they would survive the hour.,,47,0.2895687,They’re growing faster than anyone else thought possible.
421,0.02388371,A soldier appeared.,,458,0.28944948,Our most exciting journeys still await.
427,0.02265689,He remembers watching through a hole in the wall of a cattle car as American soldiers rolled in with tanks.,,447,0.28918433,They did it for us.
16,0.02187603,"Here with us tonight are three of those incredible heroes: Private First Class Joseph Reilly, Staff Sergeant Irving Locker, and Sergeant Herman Zeitchik.",,396,0.28627186,We will not avert our eyes from a regime that chants “Death to America” and threatens genocide against the Jewish people.
84,0.02119377,USA!,,141,0.2859346,Welcome home.
85,0.02119377,USA!,,304,0.28250787,There could be no greater contrast to the beautiful image of a mother holding her infant child than the chilling displays our nation saw in recent days.
231,0.02119377,USA!,,214,0.28135263,"Simply put: Walls work, and walls save lives."
232,0.02119377,USA!,,174,0.2809307,"I’ve gotten to know many wonderful Angel moms and dads, and families."
349,0.02119377,USA!,,66,0.2794415,We eliminated the very unpopular Obamacare individual mandate penalty.
350,0.02119377,USA!,,343,0.27856931,"Here in the United States, we are alarmed by the new calls to adopt socialism in our country."
354,0.02119377,USA!,,307,0.27783648,"And then, we had the case of the Governor of Virginia where he stated he would execute a baby after birth."
355,0.02119377,USA!,,211,0.2746301,This powerful barrier almost completely ended illegal crossings.
442,0.02092732,They did not know if they would grow old.,,120,0.27402484,"Alice, please."
233,0.02043394,THE PRESIDENT: That’s great.,,233,0.27330799,THE PRESIDENT: That’s great.
372,0.01996666,Our troops have fought with unmatched valor.,,460,0.27329346,We have not yet begun to dream.
207,0.01952159,"And these agents will tell you: Where walls go up, illegal crossings go way, way down.",,336,0.27310038,"Much work remains to be done, but my relationship with Kim Jong Un is a good one."
392,0.0185998,"They do bad, bad things.",,298,0.27290928,Many childhood cancers have not seen new therapies in decades.
417,0.01839734,"THE PRESIDENT: They wouldn’t do that for me, Judah.",,370,0.27279469,I have also accelerated our negotiations to reach — if possible — a political settlement in Afghanistan.
404,0.01805029,But he made the trip to be here with us tonight.,,421,0.27164832,A soldier appeared.
402,0.01768339,And he was very successful.,,44,0.27099795,"But the fact is, we are just getting started."
457,0.01482772,Our most thrilling achievements are still ahead.,,127,0.27080453,Big deal.
445,0.01430502,Why did they do it?,,18,0.27072564,Please.
44,0.01380242,"But the fact is, we are just getting started.",,364,0.26922781,"As a candidate for President, I loudly pledged a new approach."
380,0.01297222,It’s time.,,302,0.26876222,"I am also proud to be the first President to include in my budget a plan for nationwide paid family leave, so that every new parent has the chance to bond with their newborn child."
250,0.01239237,"I have met the men and women of Michigan, Ohio, Pennsylvania, Indiana, New Hampshire, and many other states whose dreams were shattered by the signing of NAFTA.",,368,0.26861324,"Today, we have liberated virtually all of the territory from the grip of these bloodthirsty monsters."
163,0.01216491,Tolerance for illegal immigration is not compassionate; it is actually very cruel.,,285,0.26762065,"Every birthday — (applause) — hi, Grace."
235,0.01134167,And congratulations.,,12,0.26694909,"This year, America will recognize two important anniversaries that show us the majesty of America’s mission and the power of American pride."
134,0.01096194,We are also joined tonight by Matthew Charles from Tennessee.,,463,0.26568852,We do the incredible.
284,0.01079973,"Joining Melania in the gallery this evening is a very brave 10-year-old girl, Grace Eline.",,300,0.26512226,"To help support working parents, the time has come to pass School Choice for Americans’ children."
451,0.01044648,"Here tonight, we have legislators from across this magnificent republic.",,329,0.26503588,Perhaps — (applause) — we really have no choice.
426,0.01034384,"A second Holocaust survivor who is here tonight, Joshua Kaufman, was a prisoner at Dachau.",,100,0.2630932,"The Senate has failed to act on these nominations, which is unfair to the nominees and very unfair to our country."
91,0.01011013,"An economic miracle is taking place in the United States, and the only thing that can stop it are foolish wars, politics, or ridiculous partisan investigations.",,5,0.26226949,It’s the agenda of the American people.
97,0.00997368,"In some cases, years and years waiting.",,110,0.26119227,I was deeply moved.
423,0.00967386,"Then, his father cried out with joy, “It’s the Americans!",,369,0.26019364,"Now, as we work with our allies to destroy the remnants of ISIS, it is time to give our brave warriors in Syria a warm welcome home."
371,0.00963833,The opposing side is also very happy to be negotiating.,,464,0.26006025,We defy the impossible.
391,0.00870356,It is a radical regime.,,147,0.25919394,"As we speak, large, organized caravans are on the march to the United States."
413,0.00860483,Today is Judah’s 81st birthday.,,444,0.2576911,Their cause was this nation and generations yet unborn.
258,0.00813658,"I know that Congress is eager to pass an infrastructure bill, and I am eager to work with you on legislation to deliver new and important infrastructure investment, including investments in the cutting-edge industries of the future.",,139,0.25735284,"Matthew, please."
172,0.00786884,"But until we secure our border, they’re going to keep streaming right back in.",,344,0.25726343,"AUDIENCE: Booo —
 
 THE PRESIDENT: America was founded on liberty and independence, and not government coercion, domination, and control."
376,0.0076163,"As we make progress in these negotiations, we will be able to reduce our troop’s presence and focus on counterterrorism.",,210,0.25544123,"In response, a strong security wall was put in place."
269,0.00747538,"I am asking Congress to pass legislation that finally takes on the problem of global freeloading and delivers fairness and price transparency for American patients, finally.",,217,0.25492621,"As we work to defend our people’s safety, we must also ensure our economic resurgence continues at a rapid pace."
465,0.0070507,We conquer the unknown.,,465,0.25452273,We conquer the unknown.
240,0.00695372,So bad.,,430,0.25334886,One of them was Herman Zeitchik.
276,0.00672866,My budget will ask Democrats and Republicans to make the needed commitment to eliminate the HIV epidemic in the United States within 10 years.,,104,0.25254882,"And after four decades of rejection, we passed VA Accountability so that we can finally terminate those who mistreat our wonderful veterans."
118,0.00663637,"Alice is with us tonight, and she is a terrific woman.",,179,0.25142131,"Also here tonight are Gerald and Sharon’s granddaughter Heather, and great-granddaughter Madison."
405,0.00634407,"Officer Matson, please.",,277,0.25023768,We have made incredible strides.
410,0.00612541,"Tonight, we are also joined by Pittsburgh survivor, Judah Samet.",,456,0.24939168,I ask the men and women of this Congress: Look at the opportunities before us.
317,0.00590512,Finally.,,19,0.24667419,"Gentlemen, we salute you."
318,0.00590512,Finally.,,420,0.24654036,"Suddenly, the train screeched to a very strong halt."
377,0.00539419,And we will indeed focus on counterterrorism.,,445,0.24643147,Why did they do it?
275,0.00512975,Scientific breakthroughs have brought a once-distant dream within reach.,,93,0.24501383,"If there is going to be peace and legislation, there cannot be war and investigation."
459,0.00450934,Our biggest victories are still to come.,,75,0.24493799,The United States is now the number-one producer of oil and natural gas anywhere in the world.
357,0.00442947,"Our approach is based on principled realism, not discredited theories that have failed for decades to yield progress.",,327,0.24491684,It’s been going on for many years.
428,0.00431829,"“To me,” Joshua recalls, “the American soldiers were proof that God exists, and they came down from the sky.” They came down from Heaven.",,467,0.24384197,This is the time to search for the tallest summit and set our sights on the brightest star.
127,0.0042487,Big deal.,,234,0.24285128,Really great.
408,0.00403998,We are forever grateful.,,365,0.24135905,Great nations do not fight endless wars.
254,0.0035011,"Tonight, I am also asking you to pass the United States Reciprocal Trade Act, so that if another country places an unfair tariff on an American product, we can charge them the exact same tariff on the exact same product that they sell to us.",,415,0.24116098,AUDIENCE: (Sings “Happy Birthday.”) (Applause.)
271,0.00347757,"We should also require drug companies, insurance companies, and hospitals to disclose real prices to foster competition and bring costs way down.",,159,0.24006149,No issue better illustrates the divide between America’s working class and America’s political class than illegal immigration.
176,0.003337,Here tonight is Debra Bissell.,,249,0.23835063,Another historic trade blunder was the catastrophe known as NAFTA.
234,0.00326388,Really great.,,436,0.2381659,"Herman and Joshua, your presence this evening is very much appreciated."
343,0.00317433,"Here in the United States, we are alarmed by the new calls to adopt socialism in our country.",,52,0.23754751,Not even close.
102,0.00309473,"Believe it or not, we have already proven that that’s possible.",,29,0.23707673,An amazing quality of life for all of our citizens is within reach.
139,0.00305582,"Matthew, please.",,97,0.23608108,"In some cases, years and years waiting."
313,0.0028969,The final part of my agenda is to protect American security.,,450,0.2351156,"Think of this very Chamber, where lawmakers before you voted to end slavery, to build the railroads and the highways, and defeat fascism, to secure civil rights, and to face down evil empires."
98,0.00278825,Not right.,,10,0.23414832,Victory is winning for our country.
110,0.0024231,I was deeply moved.,,83,0.23165089,AUDIENCE: USA!
431,0.00230297,But there is more to Herman’s story.,,230,0.23165089,AUDIENCE: USA!
260,0.00222505,This is a necessity.,,348,0.23165089,AUDIENCE: USA!
87,0.00213686,(Laughter.),,353,0.23165089,AUDIENCE: USA!
227,0.00213686,(Laughter.),,84,0.2303633,USA!
286,0.00213686,(Laughter.),,85,0.2303633,USA!
418,0.00213686,(Laughter.),,231,0.2303633,USA!
9,0.00200672,Victory is not winning for our party.,,232,0.2303633,USA!
203,0.00192546,I will get it built.,,349,0.2303633,USA!
5,0.00191432,It’s the agenda of the American people.,,350,0.2303633,USA!
180,0.00190718,"To Debra, Heather, Madison, please stand.",,354,0.2303633,USA!
42,0.00186666,There’s been nothing like it.,,355,0.2303633,USA!
205,0.00185646,"This is a smart, strategic, see-through steel barrier — not just a simple concrete wall.",,402,0.2302414,And he was very successful.
3,0.00182268,(Applause.),,462,0.23022164,We must choose whether we squander our great inheritance or whether we proudly declare that we are Americans.
8,0.00182268,(Applause.),,119,0.22948321,Terrific.
11,0.00182268,(Applause.),,313,0.22943476,The final part of my agenda is to protect American security.
14,0.00182268,(Applause.),,236,0.22859023,That’s great.
17,0.00182268,(Applause.),,446,0.22811949,They did it for America.
22,0.00182268,(Applause.),,376,0.22676584,"As we make progress in these negotiations, we will be able to reduce our troop’s presence and focus on counterterrorism."
25,0.00182268,(Applause.),,278,0.22642207,Incredible.
27,0.00182268,(Applause.),,197,0.22640429,"We will always support the brave men and women of law enforcement, and I pledge to you tonight that I will never abolish our heroes from ICE."
31,0.00182268,(Applause.),,154,0.22497375,Legal immigrants enrich our nation and strengthen our society in countless ways.
33,0.00182268,(Applause.),,371,0.22392299,The opposing side is also very happy to be negotiating.
39,0.00182268,(Applause.),,472,0.22168938,We must keep America first in our hearts.
45,0.00182268,(Applause.),,417,0.221666,"THE PRESIDENT: They wouldn’t do that for me, Judah."
49,0.00182268,(Applause.),,186,0.22071659,"I will never forget, and I will fight for the memory of Gerald and Sharon that it should never happen again."
53,0.00182268,(Applause.),,399,0.22061869,"With one voice, we must confront this hatred anywhere and everywhere it occurs."
55,0.00182268,(Applause.),,468,0.22052025,"This is the time to rekindle the bonds of love and loyalty and memory that link us together as citizens, as neighbors, as patriots."
57,0.00182268,(Applause.),,254,0.2186152,"Tonight, I am also asking you to pass the United States Reciprocal Trade Act, so that if another country places an unfair tariff on an American product, we can charge them the exact same tariff on the exact same product that they sell to us."
59,0.00182268,(Applause.),,191,0.2185942,"When Elvin was a boy, he and his family legally immigrated to the United States from the Dominican Republic."
61,0.00182268,(Applause.),,9,0.2160859,Victory is not winning for our party.
63,0.00182268,(Applause.),,296,0.21597296,You are a great inspiration to everyone in this room.
65,0.00182268,(Applause.),,143,0.21565439,"Now, Republicans and Democrats must join forces again to confront an urgent national crisis."
67,0.00182268,(Applause.),,122,0.21557661,"Alice, thank you for reminding us that we always have the power to shape our own destiny."
69,0.00182268,(Applause.),,1,0.21547335,"As we begin a new Congress, I stand here ready to work with you to achieve historic breakthroughs for all Americans."
71,0.00182268,(Applause.),,312,0.21480564,And let us reaffirm a fundamental truth: All children — born and unborn — are made in the holy image of God.
73,0.00182268,(Applause.),,220,0.21479494,You weren’t supposed to do that.
76,0.00182268,(Applause.),,373,0.21455918,"And thanks to their bravery, we are now able to pursue a possible political solution to this long and bloody conflict."
78,0.00182268,(Applause.),,207,0.21448092,"And these agents will tell you: Where walls go up, illegal crossings go way, way down."
80,0.00182268,(Applause.),,181,0.21406123,Few can understand your pain.
82,0.00182268,(Applause.),,7,0.21241859,"There is a new opportunity in American politics, if only we have the courage, together, to seize it."
90,0.00182268,(Applause.),,471,0.21226718,"No matter the trials we face, no matter the challenges to come, we must go forward together."
92,0.00182268,(Applause.),,391,0.21212376,It is a radical regime.
99,0.00182268,(Applause.),,244,0.20987765,But I don’t blame China for taking advantage of us; I blame our leaders and representatives for allowing this travesty to happen.
105,0.00182268,(Applause.),,180,0.20764702,"To Debra, Heather, Madison, please stand."
108,0.00182268,(Applause.),,246,0.20700019,"But it must include real, structural change to end unfair trade practices, reduce our chronic trade deficit, and protect American jobs."
121,0.00182268,(Applause.),,474,0.20653633,"And we must always keep faith in America’s destiny that one nation, under God, must be the hope and the promise, and the light and the glory, among all the nations of the world."
125,0.00182268,(Applause.),,330,0.20648934,"Perhaps we can negotiate a different agreement, adding China and others, or perhaps we can’t — in which case, we will outspend and out-innovate all others by far."
128,0.00182268,(Applause.),,4,0.20614443,The agenda I will lay out this evening is not a Republican agenda or a Democrat agenda.
138,0.00182268,(Applause.),,101,0.20390874,Now is the time for bipartisan action.
142,0.00182268,(Applause.),,36,0.20304981,The decision is ours to make.
146,0.00182268,(Applause.),,216,0.20301039,"So let’s work together, compromise, and reach a deal that will truly make America safe."
155,0.00182268,(Applause.),,382,0.20228156,"Above all, friend and foe alike must never doubt this nation’s power and will to defend our people."
157,0.00182268,(Applause.),,113,0.20023387,"She had a big impact on that prison population, and far beyond."
161,0.00182268,(Applause.),,310,0.20010474,Let us work together to build a culture that cherishes innocent life.
164,0.00182268,(Applause.),,308,0.19932968,"To defend the dignity of every person, I am asking Congress to pass legislation to prohibit the late-term abortion of children who can feel pain in the mother’s womb."
185,0.00182268,(Applause.),,426,0.19917786,"A second Holocaust survivor who is here tonight, Joshua Kaufman, was a prisoner at Dachau."
195,0.00182268,(Applause.),,24,0.19876628,"This year, American astronauts will go back to space on American rockets."
199,0.00182268,(Applause.),,133,0.19868893,America is a nation that believes in redemption.
204,0.00182268,(Applause.),,461,0.19748515,We must choose whether we are defined by our differences or whether we dare to transcend them.
208,0.00182268,(Applause.),,473,0.19542924,We must keep freedom alive in our souls.
215,0.00182268,(Applause.),,392,0.19445938,"They do bad, bad things."
219,0.00182268,(Applause.),,34,0.19430984,"Together, we can break decades of political stalemate."
224,0.00182268,(Applause.),,172,0.19410333,"But until we secure our border, they’re going to keep streaming right back in."
229,0.00182268,(Applause.),,175,0.19280305,No one should ever have to suffer the horrible heartache that they have had to endure.
242,0.00182268,(Applause.),,476,0.1917734,God bless you.
247,0.00182268,(Applause.),,441,0.18828163,They did not know if they would survive the hour.
255,0.00182268,(Applause.),,260,0.18643995,This is a necessity.
257,0.00182268,(Applause.),,190,0.18387219,When Elvin — (applause) — thank you.
262,0.00182268,(Applause.),,32,0.18372691,"But we must reject the politics of revenge, resistance, and retribution, and embrace the boundless potential of cooperation, compromise, and the common good."
264,0.00182268,(Applause.),,351,0.18356976,"THE PRESIDENT: Tonight, we renew our resolve that America will never be a socialist country."
268,0.00182268,(Applause.),,265,0.18318773,But we must do more.
270,0.00182268,(Applause.),,443,0.18289366,But they knew that America had to prevail.
272,0.00182268,(Applause.),,259,0.18267986,This is not an option.
279,0.00182268,(Applause.),,158,0.18244796,"Tonight, I am asking you to defend our very dangerous southern border out of love and devotion to our fellow citizens and to our country."
281,0.00182268,(Applause.),,118,0.18244121,"Alice is with us tonight, and she is a terrific woman."
283,0.00182268,(Applause.),,114,0.18235327,"Alice’s story underscores the disparities and unfairness that can exist in criminal sentencing, and the need to remedy this total injustice."
293,0.00182268,(Applause.),,102,0.17967181,"Believe it or not, we have already proven that that’s possible."
301,0.00182268,(Applause.),,203,0.17966672,I will get it built.
303,0.00182268,(Applause.),,470,0.17966248,I am asking you to choose greatness.
309,0.00182268,(Applause.),,3,0.17935165,(Applause.)
311,0.00182268,(Applause.),,8,0.17935165,(Applause.)
316,0.00182268,(Applause.),,11,0.17935165,(Applause.)
321,0.00182268,(Applause.),,14,0.17935165,(Applause.)
331,0.00182268,(Applause.),,17,0.17935165,(Applause.)
335,0.00182268,(Applause.),,22,0.17935165,(Applause.)
338,0.00182268,(Applause.),,25,0.17935165,(Applause.)
340,0.00182268,(Applause.),,27,0.17935165,(Applause.)
342,0.00182268,(Applause.),,31,0.17935165,(Applause.)
345,0.00182268,(Applause.),,33,0.17935165,(Applause.)
347,0.00182268,(Applause.),,39,0.17935165,(Applause.)
352,0.00182268,(Applause.),,45,0.17935165,(Applause.)
359,0.00182268,(Applause.),,49,0.17935165,(Applause.)
366,0.00182268,(Applause.),,53,0.17935165,(Applause.)
374,0.00182268,(Applause.),,55,0.17935165,(Applause.)
381,0.00182268,(Applause.),,57,0.17935165,(Applause.)
385,0.00182268,(Applause.),,59,0.17935165,(Applause.)
388,0.00182268,(Applause.),,61,0.17935165,(Applause.)
394,0.00182268,(Applause.),,63,0.17935165,(Applause.)
397,0.00182268,(Applause.),,65,0.17935165,(Applause.)
406,0.00182268,(Applause.),,67,0.17935165,(Applause.)
414,0.00182268,(Applause.),,69,0.17935165,(Applause.)
433,0.00182268,(Applause.),,71,0.17935165,(Applause.)
438,0.00182268,(Applause.),,73,0.17935165,(Applause.)
480,0.00182267,(Applause.),,76,0.17935165,(Applause.)
337,0.0018204,Chairman Kim and I will meet again on February 27th and 28th in Vietnam.,,78,0.17935165,(Applause.)
365,0.00174681,Great nations do not fight endless wars.,,80,0.17935165,(Applause.)
379,0.00169798,And the other side would like to do the same thing.,,82,0.17935165,(Applause.)
179,0.00166609,"Also here tonight are Gerald and Sharon’s granddaughter Heather, and great-granddaughter Madison.",,90,0.17935165,(Applause.)
94,0.00163584,It just doesn’t work that way.,,92,0.17935165,(Applause.)
346,0.00163239,We are born free and we will stay free.,,99,0.17935165,(Applause.)
10,0.00160854,Victory is winning for our country.,,105,0.17935165,(Applause.)
143,0.00155783,"Now, Republicans and Democrats must join forces again to confront an urgent national crisis.",,108,0.17935165,(Applause.)
36,0.00155514,The decision is ours to make.,,121,0.17935165,(Applause.)
460,0.00148128,We have not yet begun to dream.,,125,0.17935165,(Applause.)
120,0.00148092,"Alice, please.",,128,0.17935165,(Applause.)
239,0.00134779,"To build on our incredible economic success, one priority is paramount: reversing decades of calamitous trade policies.",,138,0.17935165,(Applause.)
280,0.00130535,"Together, we will defeat AIDS in America and beyond.",,142,0.17935165,(Applause.)
436,0.00129458,"Herman and Joshua, your presence this evening is very much appreciated.",,146,0.17935165,(Applause.)
424,0.00127973,It’s the Americans!” (Applause.),,155,0.17935165,(Applause.)
277,0.00126288,We have made incredible strides.,,157,0.17935165,(Applause.)
150,0.00123791,This is a moral issue.,,161,0.17935165,(Applause.)
226,0.00113315,You’re going to like this.,,164,0.17935165,(Applause.)
396,0.00113284,We will not avert our eyes from a regime that chants “Death to America” and threatens genocide against the Jewish people.,,185,0.17935165,(Applause.)
0,0.00108153,"THE PRESIDENT: Madam Speaker, Mr. Vice President, Members of Congress, the First Lady of the United States — (applause) — and my fellow Americans:
 
 We meet tonight at a moment of unlimited potential.",,195,0.17935165,(Applause.)
378,0.00107633,"We do not know whether we will achieve an agreement, but we do know that, after two decades of war, the hour has come to at least try for peace.",,199,0.17935165,(Applause.)
261,0.00106384,"The next major priority for me, and for all of us, should be to lower the cost of healthcare and prescription drugs, and to protect patients with preexisting conditions.",,204,0.17935165,(Applause.)
214,0.00104993,"Simply put: Walls work, and walls save lives.",,208,0.17935165,(Applause.)
244,0.00102289,But I don’t blame China for taking advantage of us; I blame our leaders and representatives for allowing this travesty to happen.,,215,0.17935165,(Applause.)
183,0.00100933,And thank you for being here.,,219,0.17935165,(Applause.)
336,0.00100118,"Much work remains to be done, but my relationship with Kim Jong Un is a good one.",,224,0.17935165,(Applause.)
453,0.00096059,"Together, we represent the most extraordinary nation in all of history.",,229,0.17935165,(Applause.)
300,0.00094088,"To help support working parents, the time has come to pass School Choice for Americans’ children.",,242,0.17935165,(Applause.)
117,0.00088443,"When I saw Alice’s beautiful family greet her at the prison gates, hugging and kissing and crying and laughing, I knew I did something right.",,247,0.17935165,(Applause.)
19,0.00086788,"Gentlemen, we salute you.",,255,0.17935165,(Applause.)
259,0.00086524,This is not an option.,,257,0.17935165,(Applause.)
373,0.00083925,"And thanks to their bravery, we are now able to pursue a possible political solution to this long and bloody conflict.",,262,0.17935165,(Applause.)
151,0.00082432,"The lawless state of our southern border is a threat to the safety, security, and financial wellbeing of all America.",,264,0.17935165,(Applause.)
23,0.00081085,"Thank you, Buzz.",,268,0.17935165,(Applause.)
24,0.00079094,"This year, American astronauts will go back to space on American rockets.",,270,0.17935165,(Applause.)
324,0.00076499,"Under my administration, we will never apologize for advancing America’s interests.",,272,0.17935165,(Applause.)
477,0.00074054,And God bless America.,,279,0.17935165,(Applause.)
18,0.00069055,Please.,,281,0.17935165,(Applause.)
466,0.00067088,This is the time to reignite the American imagination.,,283,0.17935165,(Applause.)
140,0.0006703,"Thank you, Matthew.",,293,0.17935165,(Applause.)
416,0.0006025,MR. SAMET: Thank you!,,301,0.17935165,(Applause.)
470,0.00058153,I am asking you to choose greatness.,,303,0.17935165,(Applause.)
52,0.00057308,Not even close.,,309,0.17935165,(Applause.)
225,0.00057235,Don’t sit yet.,,311,0.17935165,(Applause.)
330,0.00057084,"Perhaps we can negotiate a different agreement, adding China and others, or perhaps we can’t — in which case, we will outspend and out-innovate all others by far.",,316,0.17935165,(Applause.)
86,0.00053739,THE PRESIDENT: That sounds so good.,,321,0.17935165,(Applause.)
306,0.00052757,"These are living, feeling, beautiful babies who will never get the chance to share their love and their dreams with the world.",,331,0.17935165,(Applause.)
267,0.0005142,"This is wrong, this is unfair, and together we will stop it — and we’ll stop it fast.",,335,0.17935165,(Applause.)
253,0.00050552,"I hope you can pass the USMCA into law so that we can bring back our manufacturing jobs in even greater numbers, expand American agriculture, protect intellectual property, and ensure that more cars are proudly stamped with our four beautiful words: “Made in the USA.” (Applause.)",,338,0.17935165,(Applause.)
